ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc10g074900.1.1,-3.29753091,4.708268239,7.38E-06,"Receptor like kinase, RLK",AT1G06840,NA,"leucine-rich repeat transmembrane protein kinase, putative; similar to ATP binding / kinase/ protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G01950.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G37450.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G53590.1); similar to Protein kinase; Adipokinetic hormone [Medicago truncatula] (GB:ABE77704.1); similar to Protein kinase [Medicago truncatula] (GB:ABE77702.1); similar to unkown protein [Oryza sativa (japonica cultivar-group)] (GB:AAW56867.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",56.14,912,0,906,99.44994499
Solyc10g074930.1.1,-1.485481012,6.467130985,0.022275303,Protein kinase 2 (AHRD V1 ***- D3BIR2_POLPA); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT3G08720,ATPK19,"Encodes a ribosomal-protein S6 kinase. Gene expression is induced by cold and salt (NaCl).  Activation of AtS6k is regulated by 1-naphthylacetic acid and kinetin, at least in part, via a lipid kinase-dependent pathway. Phosphorylates specifically mammalian and plant S6 at 25 degrees C but not at 37 degrees C. Involved in translational up-regulation of ribosomal proteins.",66.6,482,0,666,98.94957983
Solyc10g074980.1.1,-1.314049462,6.695190844,0.042721784,Vacuolar sorting receptor (AHRD V1 **** Q93X09_VIGMU); contains Interpro domain(s)  IPR003137  Protease-associated PA ,AT3G52850,ATELP,Encodes the Vacuolar Sorting Receptor-1 (VSR-1)/Epidermal Growth Factor Receptor-like protein1(VSR-1/ATELP1).  Binds vacuolar targeting signals. Involved in sorting seed storage proteins into vacuoles.,75.16,620,0,967,98.72
Solyc10g075160.1.1,-1.642623239,6.824537166,0.011660451,"Ferredoxin I (AHRD V1 ***- Q93XJ9_SOLTU); contains Interpro domain(s)  IPR010241  Ferredoxin [2Fe-2S], plant ",AT1G60950,ATFD2,encodes a ferredoxin gene,68.06,144,5.00E-52,199,96.55172414
Solyc10g077120.1.1,-2.217753355,6.456527002,0.001000557,Photosystem II core complex proteins psbY (AHRD V1 *-*- B6SR26_MAIZE),AT1G67740,PSBY,PsbY precursor (psbY) mRNA. This single nuclear gene is imported into the chloroplasts where it is processed into two integral membrane proteins with identical topology (PsbY-1 and PsbY-2). The protein appears to bind manganese but its role is not well understood.,53.19,188,2.00E-31,131,95.21276596
Solyc10g078390.1.1,-1.979916857,3.468234613,0.014404666,Calcium-dependent protein kinase-like (AHRD V1 ***- Q9LET1_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT2G41140,ATCBK3,Encodes CDPK-related kinase 1 (CRK1).,79.41,578,0,952,99.65217391
Solyc10g078580.1.1,-2.295729382,6.389034512,0.000614582,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g078750.1.1,1.419168945,3.703880296,0.046425423,"Zinc finger CCCH domain-containing protein 14 (AHRD V1 ***- C3H14_ORYSJ); contains Interpro domain(s)  IPR018111  K Homology, type 1, subgroup ",AT3G12130,NA,"KH domain-containing protein / zinc finger (CCCH type) family protein; similar to KH domain-containing protein / zinc finger (CCCH type) family protein [Arabidopsis thaliana] (TAIR:AT5G06770.1); similar to Os02g0194200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046176.1); similar to KH domain-containing protein / zinc finger protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD35424.1); contains InterPro domain KH; (InterPro:IPR004087); contains InterPro domain Zinc finger, CCCH-type; (InterPro:IPR000571); contains InterPro domain KH, type 1; (InterPro:IPR004088)",50.49,305,2.00E-68,255,99.31972789
Solyc10g079120.1.1,-1.438633963,6.897957496,0.025423767,Zinc finger CCCH domain-containing protein 30 (AHRD V1 **-- C3H30_ARATH); contains Interpro domain(s)  IPR002110  Ankyrin ,AT2G41900,NA,"zinc finger (CCCH-type) family protein; similar to zinc finger (CCCH-type) family protein [Arabidopsis thaliana] (TAIR:AT5G12850.1); similar to Os03g0698800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050982.1); similar to Zinc finger, CCCH-type [Medicago truncatula] (GB:ABE84364.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAO38462.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Zinc finger, CCCH-type; (InterPro:IPR000571)",57.79,725,0,707,99.57386364
Solyc10g079160.1.1,1.35537549,4.656165804,0.043114269,"Os01g0617600 protein (Fragment) (AHRD V1 ***- Q0JL81_ORYSJ); contains Interpro domain(s)  IPR001578  Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1 ",AT2G39120,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G58520.1); similar to Os03g0786600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051490.1); similar to Protein of unknown function DUF860, plant [Medicago truncatula] (GB:ABE93198.1); contains InterPro domain Protein of unknown function DUF860, plant; (InterPro:IPR008578)",63.61,371,2.00E-124,442,89.75609756
Solyc10g079450.1.1,-2.151656948,5.423754074,0.001487985,"Dehydration-responsive protein-like (AHRD V1 **-- Q653G1_ORYSJ); contains Interpro domain(s)  IPR004159  Protein of unknown function DUF248, methyltransferase putative ",AT3G10200,NA,"dehydration-responsive protein-related; similar to dehydration-responsive protein-related [Arabidopsis thaliana] (TAIR:AT5G04060.1); similar to dehydration-responsive protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD46056.1); similar to Os05g0378800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055389.1); contains InterPro domain Protein of unknown function DUF248, methyltransferase putative; (InterPro:IPR004159); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601)",66.99,612,0,891,99.50980392
Solyc10g079460.1.1,-4.713227003,5.735208659,7.47E-09,NPR1-like protein (Fragment) (AHRD V1 ***- Q2QBV6_PYRCO); contains Interpro domain(s)  IPR013069  BTB/POZ ,AT2G41370,BOP2,"Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs.",79.35,460,0,657,91.91919192
Solyc10g079600.1.1,-1.72115537,8.50257102,0.007494947,"Response regulator 6 (AHRD V1 ***- Q9FRY9_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region ",AT3G57040,ARR9,"response regulator ARR9, A two-component response regulator-like protein with a receiver domain with a conserved aspartate residue and a possible phosphorylation site and at the N-terminal half. Appears to interact with histidine kinase like genes ATHP3 and ATHP2",61.57,242,1.00E-68,256,99.12280702
Solyc10g079700.1.1,-1.632156368,6.321181979,0.013058362,"Response regulator 6 (AHRD V1 ***- Q9FRY9_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region ",AT3G57040,ARR9,"response regulator ARR9, A two-component response regulator-like protein with a receiver domain with a conserved aspartate residue and a possible phosphorylation site and at the N-terminal half. Appears to interact with histidine kinase like genes ATHP3 and ATHP2",59.09,242,1.00E-70,262,99.16666667
Solyc10g079770.1.1,-1.563271958,4.458553737,0.026547143,Patatin-like phospholipase domain-containing protein c (AHRD V1 *--- B6K1H8_SCHJY),AT5G04040,SDP1,Encodes a triacylglycerol lipase that is involved in storage lipid breakdown during seed germination. The mutant plant exhibits a much slower rate of postgerminative growth than the wild type.,64.52,420,4.00E-147,518,89.46188341
Solyc10g079840.1.1,-3.451256327,2.999411546,0.000582001,Peptide chain release factor 2 (AHRD V1 ***- B6UHD9_MAIZE); contains Interpro domain(s)  IPR005139  Peptide chain release factor ,AT3G57190,NA,"peptide chain release factor, putative; similar to HCF109 (HIGH CHLOROPHYLL FLUORESCENT 109), translation release factor [Arabidopsis thaliana] (TAIR:AT5G36170.1); similar to Class I peptide chain release factor; PCRF [Medicago truncatula] (GB:ABE90269.1); contains InterPro domain PCRF; (InterPro:IPR005139)",50.26,388,1.00E-97,353,93.22033898
Solyc10g080070.1.1,1.981347131,4.565284623,0.003329563,"GTP-binding family protein (AHRD V1 ***- D7LHA2_ARALY); contains Interpro domain(s)  IPR002917  GTP-binding protein, HSR1-related ",AT2G41670,NA,"GTP-binding family protein; similar to GTP-binding family protein [Arabidopsis thaliana] (TAIR:AT4G10650.1); similar to Os11g0447300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067828.1); similar to PREDICTED: similar to GTP binding protein 7 (putative) isoform 3 [Rattus norve (GB:XP_001056954.1); similar to Os10g0572000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065460.1); contains InterPro domain GTP-binding protein, HSR1-related; (InterPro:IPR002917)",75.42,354,6.00E-145,510,93.12169312
Solyc10g080130.1.1,-2.271575434,4.258528796,0.001748846,"Exosome complex exonuclease RRP43 (AHRD V1 ***- B4FDY3_MAIZE); contains Interpro domain(s)  IPR001247  Exoribonuclease, phosphorolytic domain 1 ",AT1G60080,NA,3' exoribonuclease family domain 1-containing protein; similar to 3' exoribonuclease family protein [Arabidopsis thaliana] (TAIR:AT3G60500.2); similar to 3'-5'-exoribonuclease/RNA binding protein-like protein [Solanum tuberosum] (GB:ABC01886.1); contains InterPro domain Exoribonuclease; (InterPro:IPR001247),65.92,311,8.00E-107,383,99.35275081
Solyc10g080400.1.1,1.614589491,3.971068619,0.02365361,Polychome UV-B-insensitive 4 (AHRD V1 ***- D7LI35_ARALY),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g080610.1.1,-1.542580826,4.156433305,0.031771575,Kelch-like protein 14 (AHRD V1 ***- B6T7I5_MAIZE); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g080740.1.1,-2.110359518,7.537393143,0.001281653,Smg-7 homolog nonsense mediated mRNA decay factor (C. elegans) (Fragment) (AHRD V1 *--- B1ALB4_HUMAN); contains Interpro domain(s)  IPR019458  Telomerase activating protein Est1 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g081250.1.1,1.831470484,5.712917536,0.005297226,"DNA polymerase (AHRD V1 ***- C5Y6L0_SORBI); contains Interpro domain(s)  IPR004578  DNA-directed DNA polymerase, family B,  pol2 ",AT5G63960,EMB2780,"DNA-directed DNA polymerase delta catalytic subunit, putative (POLD1); Identical to DNA polymerase delta catalytic subunit (EC 2.7.7.7) (POLD1) [Arabidopsis Thaliana] (GB:Q9LVN7); similar to ATREV3 (Arabidopsis thaliana recovery protein 3), DNA binding [Arabidopsis thaliana] (TAIR:AT1G67500.1); similar to DNA polymerase delta subunit [Chlorella pyrenoidosa] (GB:BAE48221.1); similar to DNA polymerase epsilon, catalytic subunit A (ISS) [Ostreococcus tauri] (GB:CAL52459.1); similar to DNA polymerase delta catalytic subunit (GB:O48901); contains InterPro domain DNA-directed DNA polymerase B; (InterPro:IPR006172); contains InterPro domain DNA polymerase B, exonuclease; (InterPro:IPR006133); contains InterPro domain DNA polymerase (pol2); (InterPro:IPR004578); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337); contains InterPro domain DNA polymerase B region; (InterPro:IPR006134)",83.86,1041,0,1822,95.67617295
Solyc10g081350.1.1,-2.949445223,6.180042543,2.07E-05,"BZIP transcription factor (AHRD V1 ***- Q32WR6_MALDO); contains Interpro domain(s)  IPR011616  bZIP transcription factor, bZIP-1 ",AT3G56850,AREB3,Encodes an ABA-responsive element binding protein with a bZIP domain. Located in the nucleus and expressed in the embryo during seed  maturation.,54.09,318,5.00E-77,284,89.45868946
Solyc10g081460.1.1,-2.155670618,5.212422945,0.001599376,Amino acid transporter (AHRD V1 ***- C3GEP6_BACTU); contains Interpro domain(s)  IPR015606  Cationic amino acid transporter ,AT1G58030,CAT2,Arabidopsis thaliana amino acid permease family protein (At1g58030),68.93,634,0,837,96.31336406
Solyc10g081600.1.1,1.700575925,4.538719422,0.011864714,"Rhomboid protease GlpG (AHRD V1 *-*- C5B969_EDWI9); contains Interpro domain(s)  IPR002610  Peptidase S54, rhomboid ",AT3G58460,ATRBL15,rhomboid family protein / ubiquitin-associated (UBA)/TS-N domain-containing protein; Identical to Protein At3g58460 [Arabidopsis Thaliana] (GB:Q8LB17;GB:Q8L7A1;GB:Q9M2H0); similar to rhomboid family protein / zinc finger protein-related [Arabidopsis thaliana] (TAIR:AT3G17611.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAP68399.1); contains InterPro domain UBA-like; (InterPro:IPR009060); contains InterPro domain Rhomboid-like protein; (InterPro:IPR002610); contains InterPro domain Ubiquitin-associated; (InterPro:IPR000449),65.46,414,2.00E-145,512,99.51100244
Solyc10g081630.1.1,1.410439174,4.407274192,0.035925478,JmjC domain containing protein (AHRD V1 **-- C5PBB2_COCP7); contains Interpro domain(s)  IPR013129  Transcription factor jumonji ,AT5G06550,NA,similar to transcription factor jumonji (jmjC) domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G78280.1); similar to hypothetical protein DDBDRAFT_0205230 [Dictyostelium discoideum AX4] (GB:XP_641202.1); similar to Os11g0572800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068128.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Transcription factor jumonji; (InterPro:IPR013129); contains InterPro domain Transcription factor jumonji/aspartyl beta-hydroxylase; (InterPro:IPR003347),74.35,460,0,713,89.21568627
Solyc10g081720.1.1,-1.345192375,6.351920393,0.03942542,Fasciclin-like arabinogalactan protein 14 (AHRD V1 ***- A9XTL9_GOSHI); contains Interpro domain(s)  IPR000782  FAS1 domain ,AT5G06390,FLA17,beta-Ig-H3 domain-containing protein / fasciclin domain-containing protein; Identical to Fasciclin-like arabinogalactan protein 17 precursor (FLA17) [Arabidopsis Thaliana] (GB:Q66GR0;GB:Q9FNG9); similar to beta-Ig-H3 domain-containing protein / fasciclin domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G52370.1); similar to beta-Ig-H3 domain-containing protein / fasciclin domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G11700.1); similar to beta-Ig-H3 domain-containing protein / fasciclin domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G35860.1); similar to Os03g0788600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051504.1); similar to fasciclin-like protein FLA26 [Triticum aestivum] (GB:ABI95416.1); contains InterPro domain Beta-Ig-H3/fasciclin; (InterPro:IPR000782),72.41,453,3.00E-169,591,98.44444444
Solyc10g083170.1.1,-1.718689653,3.669440138,0.029978194,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (AHRD V1 **** LINC_PSEPA); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g083610.1.1,2.133703137,4.277895637,0.002430125,Protein kinase (AHRD V1 *-*- Q1SMZ9_MEDTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g083780.1.1,-3.77746034,5.356544932,9.83E-07,"Vacuolar protein-sorting-associated protein 37 homolog 1 (AHRD V1 **-- VP371_ARATH); contains Interpro domain(s)  IPR009851  Modifier of rudimentary, Modr ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g083990.1.1,-2.073343299,3.451080009,0.005908848,Unknown Protein (AHRD V1),AT2G36895,NA,similar to Os03g0152600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048993.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF94025.1),66.67,201,1.00E-77,286,82.30452675
Solyc10g084280.1.1,-1.471523139,7.074554231,0.021751723,Calmodulin-binding protein (AHRD V1 *--* C5HYF8_BRARP); contains Interpro domain(s)  IPR000048  IQ calmodulin-binding region ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g084320.1.1,-5.325107051,4.690941885,7.65E-09,"Subtilisin-like protease (AHRD V1 **-- O82777_SOLLC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g084370.1.1,-2.098649911,4.089753176,0.006530035,"MYB transcription factor (Fragment) (AHRD V1 **-- A1DR87_CATRO); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class ",AT3G09600,NA,"DNA binding / transcription factor; similar to myb family transcription factor [Arabidopsis thaliana] (TAIR:AT5G02840.2); similar to MYB transcription factor MYB118 [Glycine max] (GB:ABH02853.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005)",69.57,253,1.00E-88,323,84.84848485
Solyc10g084380.1.1,-1.30135536,3.948125556,0.047486525,WRKY transcription factor 42 (Fragment) (AHRD V1 **-- B2KJ82_HORVD); contains Interpro domain(s)  IPR003657  DNA-binding WRKY ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g084400.1.1,-1.866240823,3.301372557,0.022569504,"Glutathione S-transferase (AHRD V1 ***- Q76KW1_PEA); contains Interpro domain(s)  IPR017933  Glutathione S-transferase/chloride channel, C-terminal ",AT5G02790,GSTL3,"In2-1 protein, putative; similar to In2-1 protein, putative [Arabidopsis thaliana] (TAIR:AT5G02780.1); similar to In2-1 protein [Glycine max] (GB:AAG34872.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutathione S-transferase, N-terminal; (InterPro:IPR004045); contains InterPro domain Glutathione S-transferase, C-terminal-like; (InterPro:IPR010987); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutathione S-transferase, omega-class; (InterPro:IPR005442); contains InterPro domain Glutathione S-transferase, C-terminal; (InterPro:IPR004046)",66.08,227,3.00E-88,321,95.76271186
